Context (X),Label (y)
one anyway i will discuss in,0
anyway i will discuss in detail,0
i will discuss in detail manner,0
will discuss in detail manner about,0
discuss in detail manner about this,0
in detail manner about this particular,0
detail manner about this particular concept,0
manner about this particular concept in,0
about this particular concept in my,0
this particular concept in my next,0
particular concept in my next lecture,0
concept in my next lecture just,0
in my next lecture just it's,0
my next lecture just it's it's,0
next lecture just it's it's a,0
lecture just it's it's a matter,0
just it's it's a matter of,0
it's it's a matter of finding,0
it's a matter of finding ang,0
a matter of finding ang tangents,0
matter of finding ang tangents you,0
of finding ang tangents you know,0
finding ang tangents you know how,0
ang tangents you know how to,0
tangents you know how to find,0
you know how to find slope,1
know how to find slope isn't,0
how to find slope isn't it,0
to find slope isn't it just,0
find slope isn't it just refer,0
slope isn't it just refer my,0
isn't it just refer my previous,0
it just refer my previous lectures,0
just refer my previous lectures thank,0
refer my previous lectures thank you,0
my previous lectures thank you very,0
previous lectures thank you very much,0
lectures thank you very much my,0
thank you very much my dear,0
you very much my dear friends,0
very much my dear friends welcome,0
much my dear friends welcome to,0
my dear friends welcome to classes,0
dear friends welcome to classes on,0
friends welcome to classes on applied,0
welcome to classes on applied data,0
to classes on applied data science,0
classes on applied data science with,0
on applied data science with python,0
applied data science with python this,0
data science with python this is,0
science with python this is lecture,0
with python this is lecture number,0
python this is lecture number 607,0
this is lecture number 607 in,0
is lecture number 607 in this,0
lecture number 607 in this lecture,0
number 607 in this lecture i,0
607 in this lecture i will,0
in this lecture i will continue,0
this lecture i will continue my,0
lecture i will continue my discussion,0
i will continue my discussion on,0
will continue my discussion on convolution,0
continue my discussion on convolution layer,0
my discussion on convolution layer in,0
discussion on convolution layer in neural,0
on convolution layer in neural networks,0
convolution layer in neural networks before,0
layer in neural networks before understanding,0
in neural networks before understanding this,0
neural networks before understanding this lecture,0
networks before understanding this lecture i,0
before understanding this lecture i request,0
understanding this lecture i request all,0
this lecture i request all of,0
lecture i request all of you,0
i request all of you to,0
request all of you to go,0
all of you to go through,0
of you to go through my,0
you to go through my previous,0
to go through my previous lecture,0
go through my previous lecture that,0
through my previous lecture that is,0
my previous lecture that is 606,0
previous lecture that is 606 first,0
lecture that is 606 first you,0
that is 606 first you compute,0
is 606 first you compute first,0
606 first you compute first you,0
first you compute first you comp,0
you compute first you comp compute,0
compute first you comp compute your,0
first you comp compute your convolutions,1
you comp compute your convolutions isn't,0
comp compute your convolutions isn't it,0
compute your convolutions isn't it then,0
your convolutions isn't it then you,0
convolutions isn't it then you then,0
isn't it then you then you,0
it then you then you apply,0
then you then you apply your,0
you then you apply your element,0
then you apply your element wise,0
you apply your element wise relu,1
apply your element wise relu isn't,0
your element wise relu isn't it,0
element wise relu isn't it there,0
wise relu isn't it there are,0
relu isn't it there are two,0
isn't it there are two steps,0
it there are two steps your,0
there are two steps your step,0
are two steps your step one,0
two steps your step one is,0
steps your step one is apply,0
your step one is apply convolution,0
step one is apply convolution and,0
one is apply convolution and your,0
is apply convolution and your step,0
apply convolution and your step two,0
convolution and your step two is,0
and your step two is perform,0
your step two is perform element,0
step two is perform element device,0
two is perform element device activation,0
is perform element device activation like,0
perform element device activation like reu,0
element device activation like reu this,0
device activation like reu this whole,0
activation like reu this whole thing,0
like reu this whole thing is,0
reu this whole thing is often,0
this whole thing is often written,0
whole thing is often written as,0
thing is often written as one,0
is often written as one step,0
often written as one step it,0
written as one step it is,0
as one step it is not,0
one step it is not often,0
step it is not often shown,0
it is not often shown as,0
is not often shown as two,0
not often shown as two steps,0
often shown as two steps it,0
shown as two steps it is,0
as two steps it is often,0
two steps it is often shown,0
steps it is often shown as,0
it is often shown as one,0
is often shown as one step,0
often shown as one step step,0
shown as one step step often,0
as one step step often times,0
one step step often times people,0
step step often times people used,0
step often times people used to,0
often times people used to write,0
times people used to write it,0
people used to write it as,0
used to write it as one,0
to write it as one step,0
write it as one step this,0
it as one step this is,0
as one step this is my,0
one step this is my what,0
step this is my what is,0
this is my what is the,0
is my what is the just,0
my what is the just step,0
what is the just step one,0
is the just step one and,0
the just step one and step,0
just step one and step two,0
step one and step two how,0
one and step two how people,0
and step two how people are,0
step two how people are people,0
two how people are people often,0
how people are people often used,0
people are people often used to,0
are people often used to write,0
people often used to write in,0
often used to write in one,0
used to write in one step,1
to write in one step isn't,0
write in one step isn't it,0
in one step isn't it this,0
one step isn't it this is,0
step isn't it this is my,0
isn't it this is my input,0
it this is my input image,0
this is my input image this,0
is my input image this is,0
my input image this is my,0
input image this is my input,0
image this is my input which,0
this is my input which is,0
is my input which is of,0
my input which is of which,0
input which is of which is,0
which is of which is my,0
is of which is my n,0
of which is my n cross,0
which is my n cross n,0
is my n cross n cross,0
my n cross n cross c,0
n cross n cross c let's,0
cross n cross c let's assume,0
n cross c let's assume i,0
cross c let's assume i have,0
c let's assume i have m,0
let's assume i have m let's,0
assume i have m let's let's,0
i have m let's let's assume,0
have m let's let's assume i,0
m let's let's assume i have,0
let's let's assume i have m,0
let's assume i have m k,0
assume i have m k cross,0
i have m k cross k,0
have m k cross k cross,0
m k cross k cross c,0
k cross k cross c kerners,0
cross k cross c kerners let's,0
k cross c kerners let's assume,0
cross c kerners let's assume i'm,0
c kerners let's assume i'm doing,0
kerners let's assume i'm doing sufficient,0
let's assume i'm doing sufficient padding,0
assume i'm doing sufficient padding let,0
i'm doing sufficient padding let me,0
doing sufficient padding let me say,0
sufficient padding let me say i,0
padding let me say i have,0
let me say i have sufficient,0
me say i have sufficient padding,0
say i have sufficient padding and,0
i have sufficient padding and stride,0
have sufficient padding and stride s,0
sufficient padding and stride s equal,0
padding and stride s equal to,0
and stride s equal to 1,0
stride s equal to 1 and,0
s equal to 1 and let's,0
equal to 1 and let's assume,0
to 1 and let's assume my,0
1 and let's assume my activation,0
and let's assume my activation is,0
let's assume my activation is what,0
assume my activation is what is,0
my activation is what is my,0
activation is what is my activation,0
is what is my activation activation,0
what is my activation activation is,0
is my activation activation is re,1
my activation activation is re isn't,0
activation activation is re isn't it,0
activation is re isn't it the,0
is re isn't it the final,0
re isn't it the final tens,0
isn't it the final tens are,0
it the final tens are i,0
the final tens are i will,0
final tens are i will get,0
tens are i will get so,0
are i will get so what,0
i will get so what am,0
will get so what am i,0
get so what am i doing,0
so what am i doing what,0
what am i doing what am,0
am i doing what am i,0
i doing what am i doing,0
doing what am i doing first,0
what am i doing first i,0
am i doing first i perform,0
i doing first i perform my,0
doing first i perform my padding,0
first i perform my padding step,0
i perform my padding step number,0
perform my padding step number one,0
my padding step number one perform,0
padding step number one perform padding,0
step number one perform padding then,0
number one perform padding then i,0
one perform padding then i perform,0
perform padding then i perform m,0
padding then i perform m convolu,0
then i perform m convolu tions,0
i perform m convolu tions in,0
perform m convolu tions in step,0
m convolu tions in step two,0
convolu tions in step two m,0
tions in step two m convolutions,0
in step two m convolutions using,0
step two m convolutions using this,0
two m convolutions using this stride,0
m convolutions using this stride this,0
convolutions using this stride this stride,0
using this stride this stride equal,0
this stride this stride equal to,0
stride this stride equal to one,0
this stride equal to one then,0
stride equal to one then that,0
equal to one then that is,0
to one then that is that,0
one then that is that is,0
then that is that is step,0
that is that is step two,0
is that is step two step,0
that is step two step two,0
is step two step two is,0
step two step two is i'm,0
two step two is i'm doing,0
step two is i'm doing first,0
two is i'm doing first step,0
is i'm doing first step is,0
i'm doing first step is first,0
doing first step is first i,0
first step is first i perform,0
step is first i perform padding,0
is first i perform padding that,0
first i perform padding that is,0
i perform padding that is step,0
perform padding that is step number,0
padding that is step number one,0
that is step number one then,0
is step number one then i,0
step number one then i perform,0
number one then i perform m,0
one then i perform m convolutions,0
then i perform m convolutions why,0
i perform m convolutions why because,0
perform m convolutions why because i,0
m convolutions why because i have,0
convolutions why because i have m,0
why because i have m kernels,0
because i have m kernels k,0
i have m kernels k cross,0
have m kernels k cross k,0
m kernels k cross k cross,0
kernels k cross k cross c,0
k cross k cross c kernels,0
cross k cross c kernels then,0
k cross c kernels then i,0
cross c kernels then i per,0
c kernels then i per in,0
kernels then i per in second,0
then i per in second step,0
i per in second step i,0
per in second step i perform,0
in second step i perform my,0
second step i perform my m,0
step i perform my m convolutions,0
i perform my m convolutions using,0
perform my m convolutions using this,0
my m convolutions using this tri,0
m convolutions using this tri s,0
convolutions using this tri s equal,0
using this tri s equal to,0
this tri s equal to one,0
tri s equal to one then,0
s equal to one then my,0
equal to one then my third,0
to one then my third step,0
one then my third step what,0
then my third step what will,0
my third step what will i,0
third step what will i do,0
step what will i do then,0
what will i do then apply,0
will i do then apply my,0
i do then apply my re,0
do then apply my re so,0
then apply my re so first,0
apply my re so first padding,0
my re so first padding step,0
re so first padding step number,0
so first padding step number one,0
first padding step number one first,0
padding step number one first padding,0
step number one first padding second,0
number one first padding second what,0
one first padding second what is,0
first padding second what is second,0
padding second what is second is,0
second what is second is conv,0
what is second is conv convolution,1
is second is conv convolution isn't,0
second is conv convolution isn't it,0
is conv convolution isn't it convolution,0
conv convolution isn't it convolution with,0
convolution isn't it convolution with straight,0
isn't it convolution with straight third,0
it convolution with straight third is,0
convolution with straight third is taking,0
with straight third is taking re,0
straight third is taking re and,0
third is taking re and i,0
is taking re and i get,0
taking re and i get what,0
re and i get what is,0
and i get what is the,0
i get what is the what,0
get what is the what is,0
what is the what is the,0
is the what is the output,0
the what is the output of,0
what is the output of this,0
is the output of this one,0
the output of this one i,0
output of this one i will,0
of this one i will get,0
this one i will get n,0
one i will get n cross,0
i will get n cross n,0
will get n cross n cross,0
get n cross n cross m,0
n cross n cross m because,0
cross n cross m because i,0
n cross m because i have,0
cross m because i have m,0
m because i have m kernels,0
because i have m kernels here,1
i have m kernels here isn't,0
have m kernels here isn't it,0
m kernels here isn't it and,0
kernels here isn't it and the,0
here isn't it and the size,0
isn't it and the size is,0
it and the size is what,0
and the size is what is,0
the size is what is this,0
size is what is this size,0
is what is this size size,0
what is this size size is,0
is this size size is n,0
this size size is n cross,0
size size is n cross n,0
size is n cross n isn't,0
is n cross n isn't this,0
n cross n isn't this size,0
cross n isn't this size i,0
n isn't this size i i,0
isn't this size i i have,0
this size i i have m,0
size i i have m kernel,0
i i have m kernel and,0
i have m kernel and this,0
have m kernel and this size,0
m kernel and this size n,0
kernel and this size n cross,0
and this size n cross n,0
this size n cross n need,0
size n cross n need not,0
n cross n need not always,0
cross n need not always be,0
n need not always be same,0
need not always be same i,0
not always be same i have,0
always be same i have n,0
be same i have n cross,0
same i have n cross n,0
i have n cross n in,0
have n cross n in input,0
n cross n in input as,0
cross n in input as well,0
n in input as well as,0
in input as well as i,0
input as well as i have,0
as well as i have n,0
well as i have n cross,0
as i have n cross in,0
i have n cross in output,0
have n cross in output these,0
n cross in output these need,0
cross in output these need not,0
in output these need not be,0
output these need not be same,1
these need not be same isn't,0
need not be same isn't it,0
not be same isn't it just,0
be same isn't it just see,0
same isn't it just see here,0
isn't it just see here what,0
it just see here what is,0
just see here what is my,0
see here what is my input,0
here what is my input size,0
what is my input size n,0
is my input size n cr,0
my input size n cr n,0
input size n cr n cross,0
size n cr n cross c,0
n cr n cross c here,0
cr n cross c here n,0
n cross c here n cr,0
cross c here n cr n,0
c here n cr n cr,0
here n cr n cr n,0
n cr n cr n this,0
cr n cr n this n,0
n cr n this n cross,0
cr n this n cross n,0
n this n cross n in,0
this n cross n in input,0
n cross n in input image,0
cross n in input image as,0
n in input image as well,0
in input image as well as,0
input image as well as in,0
image as well as in output,0
as well as in output image,0
well as in output image this,0
as in output image this n,0
in output image this n cross,0
output image this n cross n,0
image this n cross n this,0
this n cross n this n,0
n cross n this n cross,0
cross n this n cross n,0
n this n cross n these,0
this n cross n these two,0
n cross n these two need,0
cross n these two need not,0
n these two need not always,0
these two need not always be,0
two need not always be same,0
need not always be same because,0
not always be same because if,0
always be same because if i,0
be same because if i change,0
same because if i change my,0
because if i change my padding,0
if i change my padding what,0
i change my padding what happens,0
change my padding what happens if,0
my padding what happens if i,0
padding what happens if i change,0
what happens if i change my,0
happens if i change my padding,0
if i change my padding or,0
i change my padding or if,0
change my padding or if i,0
my padding or if i change,0
padding or if i change tries,1
or if i change tries isn't,0
if i change tries isn't it,0
i change tries isn't it if,0
change tries isn't it if i,0
tries isn't it if i change,0
isn't it if i change my,0
it if i change my padding,0
if i change my padding or,0
i change my padding or if,0
change my padding or if i,0
my padding or if i change,0
padding or if i change my,0
or if i change my strides,0
if i change my strides or,0
i change my strides or if,0
change my strides or if i,0
my strides or if i change,0
strides or if i change my,0
or if i change my kernel,0
if i change my kernel size,0
i change my kernel size this,0
change my kernel size this n,0
my kernel size this n cross,0
kernel size this n cross n,0
size this n cross n will,0
this n cross n will change,0
n cross n will change to,0
cross n will change to this,0
n will change to this particular,0
will change to this particular n,0
change to this particular n cross,0
to this particular n cross n,0
this particular n cross n will,0
particular n cross n will change,0
n cross n will change to,0
cross n will change to some,0
n will change to some other,0
will change to some other value,0
change to some other value this,0
to some other value this n,0
some other value this n cross,0
other value this n cross n,0
value this n cross n will,0
this n cross n will change,0
n cross n will change to,0
cross n will change to some,0
n will change to some other,0
will change to some other value,0
change to some other value when,0
to some other value when will,0
some other value when will it,0
other value when will it change,0
value when will it change if,0
when will it change if i,0
will it change if i change,0
it change if i change if,0
change if i change if i,0
if i change if i change,0
i change if i change my,0
change if i change my padding,0
if i change my padding if,0
i change my padding if i,0
change my padding if i change,0
my padding if i change my,0
padding if i change my stride,0
if i change my stride if,0
i change my stride if i,0
change my stride if i change,0
my stride if i change my,0
stride if i change my kernel,0
if i change my kernel this,0
i change my kernel this n,0
change my kernel this n cross,0
my kernel this n cross n,0
kernel this n cross n will,0
this n cross n will change,0
n cross n will change to,0
cross n will change to some,0
n will change to some other,0
will change to some other value,0
change to some other value this,0
to some other value this is,0
some other value this is one,0
other value this is one layer,0
value this is one layer is,0
this is one layer is called,0
is one layer is called a,0
one layer is called a convolutional,0
layer is called a convolutional layer,0
is called a convolutional layer so,0
called a convolutional layer so convolutional,0
a convolutional layer so convolutional layer,0
convolutional layer so convolutional layer literally,0
layer so convolutional layer literally has,0
so convolutional layer literally has two,0
convolutional layer literally has two operations,0
layer literally has two operations what,0
literally has two operations what are,0
has two operations what are those,0
two operations what are those two,0
operations what are those two operation,0
what are those two operation convolution,0
are those two operation convolution with,0
those two operation convolution with multiple,0
two operation convolution with multiple kernel,0
operation convolution with multiple kernel followed,0
convolution with multiple kernel followed by,0
with multiple kernel followed by re,0
multiple kernel followed by re and,0
kernel followed by re and what,0
followed by re and what is,0
by re and what is convolution,0
re and what is convolution convolution,0
and what is convolution convolution exactly,0
what is convolution convolution exactly like,0
is convolution convolution exactly like dot,0
convolution convolution exactly like dot product,0
convolution exactly like dot product that,0
exactly like dot product that the,0
like dot product that the relation,0
dot product that the relation convolution,0
product that the relation convolution is,0
that the relation convolution is just,0
the relation convolution is just like,0
relation convolution is just like dot,0
convolution is just like dot product,1
is just like dot product isn't,0
just like dot product isn't it,0
like dot product isn't it that's,0
dot product isn't it that's the,0
product isn't it that's the relation,0
isn't it that's the relation between,0
it that's the relation between multi-layer,0
that's the relation between multi-layer perceptron,0
the relation between multi-layer perceptron and,0
relation between multi-layer perceptron and con,0
between multi-layer perceptron and con that,0
multi-layer perceptron and con that we,0
perceptron and con that we learned,0
and con that we learned in,0
con that we learned in our,0
that we learned in our previous,0
we learned in our previous lecture,0
learned in our previous lecture itself,1
in our previous lecture itself isn't,0
our previous lecture itself isn't it,0
previous lecture itself isn't it very,0
lecture itself isn't it very very,0
itself isn't it very very interesting,0
isn't it very very interesting now,0
it very very interesting now let,0
very very interesting now let me,0
very interesting now let me show,0
interesting now let me show you,0
now let me show you a,0
let me show you a very,0
me show you a very uh,0
show you a very uh let,0
you a very uh let me,0
a very uh let me show,0
very uh let me show you,0
uh let me show you a,0
let me show you a very,0
me show you a very very,0
show you a very very interesting,0
you a very very interesting example,0
a very very interesting example this,0
very very interesting example this is,0
very interesting example this is a,0
interesting example this is a very,0
example this is a very simple,0
this is a very simple this,0
is a very simple this is,0
a very simple this is very,0
very simple this is very simple,0
simple this is very simple conet,0
this is very simple conet just,0
is very simple conet just see,0
very simple conet just see this,0
simple conet just see this i,0
conet just see this i want,0
just see this i want to,0
see this i want to show,0
this i want to show you,0
i want to show you an,0
want to show you an example,0
to show you an example how,0
show you an example how conet,0
you an example how conet work,1
an example how conet work isn't,0
example how conet work isn't it,0
how conet work isn't it i,0
conet work isn't it i suppose,0
work isn't it i suppose this,0
isn't it i suppose this is,0
it i suppose this is an,0
i suppose this is an input,0
suppose this is an input image,0
this is an input image let,0
is an input image let me,0
an input image let me assume,0
input image let me assume this,0
image let me assume this is,0
let me assume this is this,0
me assume this is this is,0
assume this is this is simple,0
this is this is simple coret,0
is this is simple coret this,0
this is simple coret this is,0
is simple coret this is and,0
simple coret this is and this,0
coret this is and this suppose,0
this is and this suppose this,0
is and this suppose this is,0
and this suppose this is an,0
this suppose this is an input,0
suppose this is an input image,0
this is an input image actually,0
is an input image actually this,0
an input image actually this is,0
input image actually this is a,0
image actually this is a very,0
actually this is a very very,0
this is a very very nice,0
is a very very nice tutorial,0
a very very nice tutorial at,0
very very nice tutorial at stanford,1
very nice tutorial at stanford isn't,0
nice tutorial at stanford isn't it,0
tutorial at stanford isn't it it,0
at stanford isn't it it is,0
stanford isn't it it is from,0
isn't it it is from stanford,0
it it is from stanford i,0
it is from stanford i will,0
is from stanford i will provide,0
from stanford i will provide a,0
stanford i will provide a reference,0
i will provide a reference link,0
will provide a reference link in,0
provide a reference link in the,0
a reference link in the description,0
reference link in the description section,0
link in the description section this,0
in the description section this is,0
the description section this is one,0
description section this is one diagram,0
section this is one diagram i,0
this is one diagram i wanted,0
is one diagram i wanted you,0
one diagram i wanted you to,0
diagram i wanted you to explain,0
i wanted you to explain i,0
wanted you to explain i this,0
you to explain i this is,0
to explain i this is very,0
explain i this is very very,0
i this is very very high,0
this is very very high level,0
is very very high level explanation,0
very very high level explanation i,0
very high level explanation i will,0
high level explanation i will show,0
level explanation i will show you,0
explanation i will show you why,0
i will show you why multiple,0
will show you why multiple levels,0
show you why multiple levels of,0
you why multiple levels of convolution,0
why multiple levels of convolution is,0
multiple levels of convolution is important,1
levels of convolution is important isn't,0
of convolution is important isn't it,0
convolution is important isn't it why,0
is important isn't it why multiple,0
important isn't it why multiple levels,0
isn't it why multiple levels of,0
it why multiple levels of convolution,0
why multiple levels of convolution is,0
multiple levels of convolution is important,0
levels of convolution is important so,0
of convolution is important so what,0
convolution is important so what happens,0
is important so what happens in,0
important so what happens in practice,0
so what happens in practice is,0
what happens in practice is people,0
happens in practice is people actually,0
in practice is people actually train,0
practice is people actually train people,0
is people actually train people actually,0
people actually train people actually train,0
actually train people actually train multiple,0
train people actually train multiple multiple,0
people actually train multiple multiple layers,0
actually train multiple multiple layers of,0
train multiple multiple layers of convolutions,0
multiple multiple layers of convolutions multiple,0
multiple layers of convolutions multiple levels,0
layers of convolutions multiple levels of,0
of convolutions multiple levels of convolution,0
convolutions multiple levels of convolution this,0
multiple levels of convolution this is,0
levels of convolution this is my,0
of convolution this is my input,0
convolution this is my input image,0
this is my input image let,0
is my input image let me,0
my input image let me say,0
input image let me say this,0
image let me say this is,0
let me say this is my,0
me say this is my input,0
say this is my input image,0
this is my input image they,0
is my input image they perform,0
my input image they perform one,0
input image they perform one level,0
image they perform one level of,0
they perform one level of convolution,0
perform one level of convolution followed,0
one level of convolution followed by,0
level of convolution followed by reu,1
of convolution followed by reu isn't,0
convolution followed by reu isn't it,0
followed by reu isn't it conv,0
by reu isn't it conv one,0
reu isn't it conv one level,0
isn't it conv one level of,0
it conv one level of convolution,0
conv one level of convolution followed,0
one level of convolution followed by,0
level of convolution followed by re,0
of convolution followed by re i,0
convolution followed by re i get,0
followed by re i get one,0
by re i get one more,0
re i get one more tensor,0
i get one more tensor this,0
get one more tensor this is,0
one more tensor this is my,0
more tensor this is my input,0
tensor this is my input what,0
this is my input what is,0
is my input what is my,0
my input what is my i,0
input what is my i have,0
what is my i have input,0
is my i have input image,0
my i have input image here,0
i have input image here just,0
have input image here just see,0
input image here just see this,0
image here just see this is,0
here just see this is my,0
just see this is my input,1
see this is my input isn't,0
this is my input isn't it,0
is my input isn't it this,0
my input isn't it this is,0
input isn't it this is my,0
isn't it this is my input,0
it this is my input i,0
this is my input i get,0
is my input i get a,0
my input i get a tensor,0
input i get a tensor what,0
i get a tensor what is,0
get a tensor what is the,0
a tensor what is the output,0
tensor what is the output i'm,0
what is the output i'm getting,0
is the output i'm getting a,0
the output i'm getting a t,0
output i'm getting a t i'm,0
i'm getting a t i'm getting,0
getting a t i'm getting a,0
a t i'm getting a tensor,0
t i'm getting a tensor again,0
i'm getting a tensor again i,0
getting a tensor again i apply,0
a tensor again i apply convolution,0
tensor again i apply convolution followed,0
again i apply convolution followed by,0
i apply convolution followed by rel,0
apply convolution followed by rel i,0
convolution followed by rel i get,0
followed by rel i get one,0
by rel i get one more,0
rel i get one more tensor,1
i get one more tensor isn't,0
get one more tensor isn't it,0
one more tensor isn't it so,0
more tensor isn't it so on,0
tensor isn't it so on so,0
isn't it so on so forth,0
it so on so forth there,0
so on so forth there is,0
on so forth there is also,0
so forth there is also an,0
forth there is also an operation,0
there is also an operation called,0
is also an operation called there,0
also an operation called there is,0
an operation called there is also,0
operation called there is also an,0
called there is also an operation,0
there is also an operation called,0
is also an operation called pool,0
also an operation called pool what,0
an operation called pool what is,0
operation called pool what is pool,0
called pool what is pool we,0
pool what is pool we will,0
what is pool we will try,0
is pool we will try to,0
pool we will try to understand,0
we will try to understand i,0
will try to understand i will,0
try to understand i will explain,0
to understand i will explain you,0
understand i will explain you what,0
i will explain you what is,0
will explain you what is the,0
explain you what is the pool,0
you what is the pool operation,0
what is the pool operation is,0
is the pool operation is in,0
the pool operation is in the,0
pool operation is in the next,0
operation is in the next videos,0
is in the next videos but,0
in the next videos but otherwise,0
the next videos but otherwise just,0
next videos but otherwise just see,0
videos but otherwise just see that,0
but otherwise just see that architecture,0
otherwise just see that architecture this,0
just see that architecture this is,0
see that architecture this is very,0
that architecture this is very rough,0
architecture this is very rough example,0
this is very rough example given,0
is very rough example given an,0
very rough example given an object,0
rough example given an object what,0
example given an object what you,0
given an object what you have,0
an object what you have to,0
object what you have to do,0
what you have to do given,0
you have to do given an,0
have to do given an object,0
to do given an object just,0
do given an object just say,0
given an object just say this,0
an object just say this one,0
object just say this one given,0
just say this one given an,0
say this one given an object,0
this one given an object suppose,0
one given an object suppose i,0
given an object suppose i have,0
an object suppose i have multiple,0
object suppose i have multiple classes,0
suppose i have multiple classes that,0
i have multiple classes that i,0
have multiple classes that i wanted,0
multiple classes that i wanted to,0
classes that i wanted to determine,0
that i wanted to determine whether,0
i wanted to determine whether it,0
wanted to determine whether it is,0
to determine whether it is a,0
determine whether it is a car,1
whether it is a car isn't,0
it is a car isn't it,0
is a car isn't it whether,0
a car isn't it whether it,0
car isn't it whether it is,0
isn't it whether it is a,0
it whether it is a car,0
whether it is a car truck,0
it is a car truck airplane,0
is a car truck airplane ship,0
a car truck airplane ship or,0
car truck airplane ship or horse,0
truck airplane ship or horse so,0
airplane ship or horse so this,0
ship or horse so this is,0
or horse so this is like,0
horse so this is like multiclass,0
so this is like multiclass classification,1
this is like multiclass classification isn't,0
is like multiclass classification isn't it,0
like multiclass classification isn't it so,0
multiclass classification isn't it so what,0
classification isn't it so what i,0
isn't it so what i have,0
it so what i have here,0
so what i have here last,0
what i have here last layer,0
i have here last layer what,0
have here last layer what is,0
here last layer what is this,0
last layer what is this last,0
layer what is this last layer,0
what is this last layer last,0
is this last layer last layer,0
this last layer last layer it,0
last layer last layer it is,0
layer last layer it is a,0
last layer it is a fully,0
layer it is a fully connected,0
it is a fully connected layer,0
is a fully connected layer with,0
a fully connected layer with sigmoid,0
fully connected layer with sigmoid activation,0
connected layer with sigmoid activation or,0
layer with sigmoid activation or with,0
with sigmoid activation or with soft,0
sigmoid activation or with soft soft,0
activation or with soft soft max,0
or with soft soft max activ,0
with soft soft max activ to,0
soft soft max activ to put,0
soft max activ to put it,0
max activ to put it more,0
activ to put it more uh,0
to put it more uh simply,1
put it more uh simply isn't,0
it more uh simply isn't it,0
more uh simply isn't it so,0
uh simply isn't it so the,0
simply isn't it so the typical,0
isn't it so the typical architecture,0
it so the typical architecture i,0
so the typical architecture i will,0
the typical architecture i will show,0
typical architecture i will show you,0
architecture i will show you this,0
i will show you this is,0
will show you this is a,0
show you this is a typical,0
you this is a typical architecture,0
this is a typical architecture i,0
is a typical architecture i will,0
a typical architecture i will show,0
typical architecture i will show you,0
architecture i will show you more,0
i will show you more real,0
will show you more real word,0
show you more real word architecture,0
you more real word architecture but,0
more real word architecture but this,0
real word architecture but this is,0
word architecture but this is only,0
architecture but this is only for,0
but this is only for understanding,1
this is only for understanding isn't,0
is only for understanding isn't it,0
only for understanding isn't it first,0
for understanding isn't it first apply,0
understanding isn't it first apply convolution,0
isn't it first apply convolution first,0
it first apply convolution first apply,0
first apply convolution first apply convolution,0
apply convolution first apply convolution followed,0
convolution first apply convolution followed by,0
first apply convolution followed by re,0
apply convolution followed by re this,0
convolution followed by re this is,0
followed by re this is be,0
by re this is be this,0
re this is be this becomes,0
this is be this becomes just,0
is be this becomes just see,0
be this becomes just see here,0
this becomes just see here what's,0
becomes just see here what's happening,0
just see here what's happening just,0
see here what's happening just i'm,0
here what's happening just i'm applying,0
what's happening just i'm applying here,0
happening just i'm applying here i'm,0
just i'm applying here i'm applying,0
i'm applying here i'm applying convolution,0
applying here i'm applying convolution followed,0
here i'm applying convolution followed by,0
i'm applying convolution followed by re,1
applying convolution followed by re isn't,0
convolution followed by re isn't it,0
followed by re isn't it this,0
by re isn't it this becomes,0
re isn't it this becomes one,0
isn't it this becomes one convolutional,0
it this becomes one convolutional layer,0
this becomes one convolutional layer just,0
becomes one convolutional layer just see,0
one convolutional layer just see this,0
convolutional layer just see this becomes,0
layer just see this becomes one,0
just see this becomes one convolutional,0
see this becomes one convolutional layer,0
this becomes one convolutional layer just,0
becomes one convolutional layer just see,0
one convolutional layer just see again,0
convolutional layer just see again what,0
layer just see again what i'm,0
just see again what i'm doing,0
see again what i'm doing convolution,0
again what i'm doing convolution and,0
what i'm doing convolution and reu,0
i'm doing convolution and reu this,0
doing convolution and reu this is,0
convolution and reu this is another,0
and reu this is another layer,1
reu this is another layer isn't,0
this is another layer isn't it,0
is another layer isn't it again,0
another layer isn't it again after,0
layer isn't it again after that,0
isn't it again after that pooling,0
it again after that pooling again,0
again after that pooling again convolution,0
after that pooling again convolution re,0
that pooling again convolution re again,0
pooling again convolution re again this,0
again convolution re again this is,0
convolution re again this is first,0
re again this is first one,0
again this is first one this,0
this is first one this convolution,0
is first one this convolution re,0
first one this convolution re it,0
one this convolution re it is,0
this convolution re it is layer,0
convolution re it is layer one,0
re it is layer one just,0
it is layer one just see,0
is layer one just see this,0
layer one just see this is,0
one just see this is layer,0
just see this is layer one,0
see this is layer one again,0
this is layer one again convolutional,0
is layer one again convolutional re,0
layer one again convolutional re that,0
one again convolutional re that is,0
again convolutional re that is layer,0
convolutional re that is layer to,0
re that is layer to just,0
that is layer to just try,0
is layer to just try to,0
layer to just try to understand,0
to just try to understand this,0
just try to understand this just,0
try to understand this just see,0
to understand this just see this,0
understand this just see this one,0
this just see this one convolution,0
just see this one convolution and,0
see this one convolution and reu,0
this one convolution and reu layer,0
one convolution and reu layer one,0
convolution and reu layer one convolution,0
and reu layer one convolution and,0
reu layer one convolution and reu,0
layer one convolution and reu it's,0
one convolution and reu it's a,0
convolution and reu it's a layer,0
and reu it's a layer two,0
reu it's a layer two again,0
it's a layer two again after,0
a layer two again after that,0
layer two again after that what,0
two again after that what am,0
again after that what am i,0
after that what am i performing,0
